Hotel_name,name,rating,review
Kemang Icon Jakarta,s m,2.0,"The service provided by the staff is heartfelt and wonderful. However, entire building has become dilapidated which has lowered our satisfaction. In particular, as shown in the attached photo, the windows are not properly fixed and there are a few mosquitoes in the room. Although renovation is nessessary, the investment has not been done long time."
Kemang Icon Jakarta,Putri Meika,1.0,"Overall Rating: 1/10

The only positive was the location.

This hotel claims to be 5-star, but it falls far short of that standard. There were numerous mosquitoes, the front desk staff was unhelpful, and the breakfast options were lacking.

The most concerning issue was a leak from the ceiling above the sink, which created a dangerous situation.

I would not recommend this hotel. Look for alternatives!"
Kemang Icon Jakarta,anita Pandan,5.0,"the Edge Kemang Icon is a fun place, has an infinity pool, can be used for various events 👍🏻 The atmosphere from afternoon to night is very beautiful surrounded by tree lights, the employees are very friendly, thank you to Kemang Icon⭐️…"
Kemang Icon Jakarta,Joshua Manuel,5.0,"So good, the service was great, the vibes was amazing, especially on the rooftop, love the view. nicee 🙌"
Kemang Icon Jakarta,Gio Aguste,5.0,"I had a wonderful stay at Kemang Icon Jakarta. The suite I stayed in called Ionic suite, it was not only spacious but also uniquely decorated with a classic touch, giving it a charming ambiance.

The staff, while not numerous, were incredibly friendly and attentive. They made sure I had a comfortable and enjoyable experience throughout my stay.

While the breakfast was served à la carte rather than buffet-style, the food was absolutely delicious and satisfying.

Overall, Kemang Icon Jakarta impressed me with its spacious and charming suite, attentive staff, and delectable breakfast. It's definitely a hotel that maintains a high level of performance. Please keep the performance."
Kemang Icon Jakarta,Agus Suci Wulandari,5.0,"Love this Hotel, located in a very strategic un Kemang, you can find a lot of places for eat, leisure, and coffee (of course!)
The room is spacious enough, elegant interior,  instagramable roof top, staff are friendly. Rate of this hotel is affordable for a 4 star hotel, overall a nice experience when staying in this hotel."
Kemang Icon Jakarta,angela d,5.0,"Very nice hotel, fabulous decor. Helpful staff, great views from the rooftop. We spent 3 nights here, we would come back. The room we stayed in was huge, it had an office and a fridge freezer! Everything was clean and comfy. We had everything we needed."
Kemang Icon Jakarta,Robin Thuresson,1.0,"One of the worst hotels I have stayed at. Everything is super run down. I stayed there 20 years ago and it was fantastic. As others have already mentioned the rooms look good in the pictures but it is so run down and you can see they have done quick fixes to fix things and no major maintenance in years.

There is no free water in the room (which is standard for even 3* hotels in indonesia)

Electricity randomly turned off in the room and had to call electrician

Elevator didn’t go my level so had to walk 1 flight of stairs

Restaurant upstairs was closed and no room service, so had to order gofood

Door handle feel off to door.

Only 1 (of 2) AC units working so was extremely hot and uncomfortable

Construction upstairs so loud noises

Only good thing was the breakfast, which they serve to the room. There is no restaurant.

People should avoid this hotel until they actually do some maintenance and fix things. Needs major renovations."
Kemang Icon Jakarta,s m,2.0,"The service provided by the staff is heartfelt and wonderful. However, entire building has become dilapidated which has lowered our satisfaction. In particular, as shown in the attached photo, the windows are not properly fixed and there are a few mosquitoes in the room. Although renovation is nessessary, the investment has not been done long time."
Kemang Icon Jakarta,Putri Meika,1.0,"Overall Rating: 1/10

The only positive was the location.

This hotel claims to be 5-star, but it falls far short of that standard. There were numerous mosquitoes, the front desk staff was unhelpful, and the breakfast options were lacking.

The most concerning issue was a leak from the ceiling above the sink, which created a dangerous situation.

I would not recommend this hotel. Look for alternatives!"
Kemang Icon Jakarta,anita Pandan,5.0,"the Edge Kemang Icon is a fun place, has an infinity pool, can be used for various events 👍🏻 The atmosphere from afternoon to night is very beautiful surrounded by tree lights, the employees are very friendly, thank you to Kemang Icon⭐️…"
Kemang Icon Jakarta,Joshua Manuel,5.0,"So good, the service was great, the vibes was amazing, especially on the rooftop, love the view. nicee 🙌"
Kemang Icon Jakarta,Gio Aguste,5.0,"I had a wonderful stay at Kemang Icon Jakarta. The suite I stayed in called Ionic suite, it was not only spacious but also uniquely decorated with a classic touch, giving it a charming ambiance.

The staff, while not numerous, were incredibly friendly and attentive. They made sure I had a comfortable and enjoyable experience throughout my stay.

While the breakfast was served à la carte rather than buffet-style, the food was absolutely delicious and satisfying.

Overall, Kemang Icon Jakarta impressed me with its spacious and charming suite, attentive staff, and delectable breakfast. It's definitely a hotel that maintains a high level of performance. Please keep the performance."
Kemang Icon Jakarta,Agus Suci Wulandari,5.0,"Love this Hotel, located in a very strategic un Kemang, you can find a lot of places for eat, leisure, and coffee (of course!)
The room is spacious enough, elegant interior,  instagramable roof top, staff are friendly. Rate of this hotel is affordable for a 4 star hotel, overall a nice experience when staying in this hotel."
Kemang Icon Jakarta,angela d,5.0,"Very nice hotel, fabulous decor. Helpful staff, great views from the rooftop. We spent 3 nights here, we would come back. The room we stayed in was huge, it had an office and a fridge freezer! Everything was clean and comfy. We had everything we needed."
Kemang Icon Jakarta,Robin Thuresson,1.0,"One of the worst hotels I have stayed at. Everything is super run down. I stayed there 20 years ago and it was fantastic. As others have already mentioned the rooms look good in the pictures but it is so run down and you can see they have done quick fixes to fix things and no major maintenance in years.

There is no free water in the room (which is standard for even 3* hotels in indonesia)

Electricity randomly turned off in the room and had to call electrician

Elevator didn’t go my level so had to walk 1 flight of stairs

Restaurant upstairs was closed and no room service, so had to order gofood

Door handle feel off to door.

Only 1 (of 2) AC units working so was extremely hot and uncomfortable

Construction upstairs so loud noises

Only good thing was the breakfast, which they serve to the room. There is no restaurant.

People should avoid this hotel until they actually do some maintenance and fix things. Needs major renovations."
Kemang Icon Jakarta,s m,2.0,"The service provided by the staff is heartfelt and wonderful. However, entire building has become dilapidated which has lowered our satisfaction. In particular, as shown in the attached photo, the windows are not properly fixed and there are a few mosquitoes in the room. Although renovation is nessessary, the investment has not been done long time."
Kemang Icon Jakarta,Putri Meika,1.0,"Overall Rating: 1/10

The only positive was the location.

This hotel claims to be 5-star, but it falls far short of that standard. There were numerous mosquitoes, the front desk staff was unhelpful, and the breakfast options were lacking.

The most concerning issue was a leak from the ceiling above the sink, which created a dangerous situation.

I would not recommend this hotel. Look for alternatives!"
Kemang Icon Jakarta,anita Pandan,5.0,"the Edge Kemang Icon is a fun place, has an infinity pool, can be used for various events 👍🏻 The atmosphere from afternoon to night is very beautiful surrounded by tree lights, the employees are very friendly, thank you to Kemang Icon⭐️…"
Kemang Icon Jakarta,Joshua Manuel,5.0,"So good, the service was great, the vibes was amazing, especially on the rooftop, love the view. nicee 🙌"
Kemang Icon Jakarta,Gio Aguste,5.0,"I had a wonderful stay at Kemang Icon Jakarta. The suite I stayed in called Ionic suite, it was not only spacious but also uniquely decorated with a classic touch, giving it a charming ambiance.

The staff, while not numerous, were incredibly friendly and attentive. They made sure I had a comfortable and enjoyable experience throughout my stay.

While the breakfast was served à la carte rather than buffet-style, the food was absolutely delicious and satisfying.

Overall, Kemang Icon Jakarta impressed me with its spacious and charming suite, attentive staff, and delectable breakfast. It's definitely a hotel that maintains a high level of performance. Please keep the performance."
Kemang Icon Jakarta,Agus Suci Wulandari,5.0,"Love this Hotel, located in a very strategic un Kemang, you can find a lot of places for eat, leisure, and coffee (of course!)
The room is spacious enough, elegant interior,  instagramable roof top, staff are friendly. Rate of this hotel is affordable for a 4 star hotel, overall a nice experience when staying in this hotel."
Kemang Icon Jakarta,angela d,5.0,"Very nice hotel, fabulous decor. Helpful staff, great views from the rooftop. We spent 3 nights here, we would come back. The room we stayed in was huge, it had an office and a fridge freezer! Everything was clean and comfy. We had everything we needed."
Kemang Icon Jakarta,Robin Thuresson,1.0,"One of the worst hotels I have stayed at. Everything is super run down. I stayed there 20 years ago and it was fantastic. As others have already mentioned the rooms look good in the pictures but it is so run down and you can see they have done quick fixes to fix things and no major maintenance in years.

There is no free water in the room (which is standard for even 3* hotels in indonesia)

Electricity randomly turned off in the room and had to call electrician

Elevator didn’t go my level so had to walk 1 flight of stairs

Restaurant upstairs was closed and no room service, so had to order gofood

Door handle feel off to door.

Only 1 (of 2) AC units working so was extremely hot and uncomfortable

Construction upstairs so loud noises

Only good thing was the breakfast, which they serve to the room. There is no restaurant.

People should avoid this hotel until they actually do some maintenance and fix things. Needs major renovations."
Kemang Icon Jakarta,s m,2.0,"The service provided by the staff is heartfelt and wonderful. However, entire building has become dilapidated which has lowered our satisfaction. In particular, as shown in the attached photo, the windows are not properly fixed and there are a few mosquitoes in the room. Although renovation is nessessary, the investment has not been done long time."
Kemang Icon Jakarta,Putri Meika,1.0,"Overall Rating: 1/10

The only positive was the location.

This hotel claims to be 5-star, but it falls far short of that standard. There were numerous mosquitoes, the front desk staff was unhelpful, and the breakfast options were lacking.

The most concerning issue was a leak from the ceiling above the sink, which created a dangerous situation.

I would not recommend this hotel. Look for alternatives!"
Kemang Icon Jakarta,anita Pandan,5.0,"the Edge Kemang Icon is a fun place, has an infinity pool, can be used for various events 👍🏻 The atmosphere from afternoon to night is very beautiful surrounded by tree lights, the employees are very friendly, thank you to Kemang Icon⭐️…"
Kemang Icon Jakarta,Joshua Manuel,5.0,"So good, the service was great, the vibes was amazing, especially on the rooftop, love the view. nicee 🙌"
Kemang Icon Jakarta,Gio Aguste,5.0,"I had a wonderful stay at Kemang Icon Jakarta. The suite I stayed in called Ionic suite, it was not only spacious but also uniquely decorated with a classic touch, giving it a charming ambiance.

The staff, while not numerous, were incredibly friendly and attentive. They made sure I had a comfortable and enjoyable experience throughout my stay.

While the breakfast was served à la carte rather than buffet-style, the food was absolutely delicious and satisfying.

Overall, Kemang Icon Jakarta impressed me with its spacious and charming suite, attentive staff, and delectable breakfast. It's definitely a hotel that maintains a high level of performance. Please keep the performance."
Sutasoma Hotel,Halida Budining,5.0,"We stayed for 2 nights four our wed anniversary. Asked for compliment and they say yes. They gave us a beautiful surprise. There was a snack with anniv greetings card from the hotel, and at 2nd day they were decorated & gave us a small cake with wording. How attentive. Thank you so much for, it was pleasant stay.
Here's our review:
(+)
Check in was smooth & fast
Room was spacious & clean
Breakfast had various menu & delicious
Staffs were friendly, services were excellent
Good location in the center of South Jakarta
They have a small bakery & it was a good cake & coffee
(-)
At our arrival there was a hairball & hair vitamin in the bathroom, it was minor but needs more detail in make up room.

Overall, we'd love to stay here again someday."
Sutasoma Hotel,Anneke Tamara,5.0,"Dear Sutasoma Hotel team

We recently had a pleasant stay at your hotel, and overall, it was a great experience. The staff were exceptionally friendly and attentive, always eager to accommodate our needs. A special mention goes to Lexi, the banquet waiter, who made our dining experience memorable by not only being incredibly friendly but also remembering our order each time.

The breakfast buffet was a highlight of our stay. The wide range of food selections (from  Indonesian food to Pastas and wide range of pastries) ensured that there was something for everyone, and the quality was top-notch.

Our room was spacious and comfortable, perfect for the two of us. However, there are a couple of areas where improvements could be made. The quality of the toilet paper could be upgraded to a thicker variety, and we noticed that the showerheads could use more regular maintenance. Additionally, providing a glass in the bathroom for brushing our teeth would be a thoughtful touch.

The ambiance at the restaurant was also a plus, creating a relaxed and enjoyable atmosphere for meals.

Overall, we had a great stay and would recommend your hotel, with just a few small improvements to make the experience even better. Thank you for having us!"
Sutasoma Hotel,Hamizah Farhana,5.0,I would like to say thank you to Sutasoma for the wonderful stay. Special credit to Ms Nadia from front desk for the wonderful and amazing treatment. She made me feel very welcomed ❤️
Sutasoma Hotel,NAWAF.A Q,5.0,"Been in multiple top rated and 5 star hotels in Jakarta, yet Sutasoma won the best hotel ever in terms of all services!

place is beyond expectations, well and luxurious belt, super clean, super safe, delicious dining for both breakfast and its in-house dining experience, room is well equipped with cozy ambiance!

toped up with amazing staff whom literally around the clock helping and assisting with a smile, mad respect and much love to every single person behind Sutasoma Team ❤️.

Place is highly recommended for those who will appreciate the various aspects of hospitality and inspired by meaningful details.

Do not forget to order a coffee whenever you can grab one cause they are just sooooo good at making a piece of art behind that serving cup of coffee ❤️"
Sutasoma Hotel,Arum Nawang Wulan,5.0,"We're here for a meeting and overnight stay.
As for meeting room: we're having a meeting at 8th floor, actually coffee maker in a meeting room is quiet disturbing, especially when someone grilled coffee when we're in the middle of serious meeting.
As for room: excellent.
As for the food: they had a good cook, happy tummy, happy meeting 😁
Fyi, their praying room is on 3rd level.
Thank you."
Sutasoma Hotel,Cecily Chua,5.0,"This is my first stay in Sutasoma Hotel and I am amazed with how friendly and attentive your staff are, especially Lexi and Linda whom I met daily at the breakfast corner.

Thank you very much and I will come back for my next work trip here in Jakarta."
Sutasoma Hotel,Nguyen Van,5.0,"It was a wonderful experience staying at Sutasoma Hotel. The location is grea, few steps to MRT,  the services are excellent,  tks to the dedicated, professional but friendly staff, inclunding Ms. Linda, Mr. Lexi and Mr. Bisri. Highly recommended!! And that was not to mention the care I received from Ms. Monica from housekeeping when I forgot my stuff after checking out!"
Sutasoma Hotel,Bayan Rababah,5.0,"The service was good, everything is good and the breakfast very delicious. Thank you FO team Lisca for complimentary fruit basket. I like so much"
Sutasoma Hotel,Halida Budining,5.0,"We stayed for 2 nights four our wed anniversary. Asked for compliment and they say yes. They gave us a beautiful surprise. There was a snack with anniv greetings card from the hotel, and at 2nd day they were decorated & gave us a small cake with wording. How attentive. Thank you so much for, it was pleasant stay.
Here's our review:
(+)
Check in was smooth & fast
Room was spacious & clean
Breakfast had various menu & delicious
Staffs were friendly, services were excellent
Good location in the center of South Jakarta
They have a small bakery & it was a good cake & coffee
(-)
At our arrival there was a hairball & hair vitamin in the bathroom, it was minor but needs more detail in make up room.

Overall, we'd love to stay here again someday."
Sutasoma Hotel,Anneke Tamara,5.0,"Dear Sutasoma Hotel team

We recently had a pleasant stay at your hotel, and overall, it was a great experience. The staff were exceptionally friendly and attentive, always eager to accommodate our needs. A special mention goes to Lexi, the banquet waiter, who made our dining experience memorable by not only being incredibly friendly but also remembering our order each time.

The breakfast buffet was a highlight of our stay. The wide range of food selections (from  Indonesian food to Pastas and wide range of pastries) ensured that there was something for everyone, and the quality was top-notch.

Our room was spacious and comfortable, perfect for the two of us. However, there are a couple of areas where improvements could be made. The quality of the toilet paper could be upgraded to a thicker variety, and we noticed that the showerheads could use more regular maintenance. Additionally, providing a glass in the bathroom for brushing our teeth would be a thoughtful touch.

The ambiance at the restaurant was also a plus, creating a relaxed and enjoyable atmosphere for meals.

Overall, we had a great stay and would recommend your hotel, with just a few small improvements to make the experience even better. Thank you for having us!"
Sutasoma Hotel,Hamizah Farhana,5.0,I would like to say thank you to Sutasoma for the wonderful stay. Special credit to Ms Nadia from front desk for the wonderful and amazing treatment. She made me feel very welcomed ❤️
Sutasoma Hotel,NAWAF.A Q,5.0,"Been in multiple top rated and 5 star hotels in Jakarta, yet Sutasoma won the best hotel ever in terms of all services!

place is beyond expectations, well and luxurious belt, super clean, super safe, delicious dining for both breakfast and its in-house dining experience, room is well equipped with cozy ambiance!

toped up with amazing staff whom literally around the clock helping and assisting with a smile, mad respect and much love to every single person behind Sutasoma Team ❤️.

Place is highly recommended for those who will appreciate the various aspects of hospitality and inspired by meaningful details.

Do not forget to order a coffee whenever you can grab one cause they are just sooooo good at making a piece of art behind that serving cup of coffee ❤️"
Sutasoma Hotel,Arum Nawang Wulan,5.0,"We're here for a meeting and overnight stay.
As for meeting room: we're having a meeting at 8th floor, actually coffee maker in a meeting room is quiet disturbing, especially when someone grilled coffee when we're in the middle of serious meeting.
As for room: excellent.
As for the food: they had a good cook, happy tummy, happy meeting 😁
Fyi, their praying room is on 3rd level.
Thank you."
Sutasoma Hotel,Cecily Chua,5.0,"This is my first stay in Sutasoma Hotel and I am amazed with how friendly and attentive your staff are, especially Lexi and Linda whom I met daily at the breakfast corner.

Thank you very much and I will come back for my next work trip here in Jakarta."
Sutasoma Hotel,Nguyen Van,5.0,"It was a wonderful experience staying at Sutasoma Hotel. The location is grea, few steps to MRT,  the services are excellent,  tks to the dedicated, professional but friendly staff, inclunding Ms. Linda, Mr. Lexi and Mr. Bisri. Highly recommended!! And that was not to mention the care I received from Ms. Monica from housekeeping when I forgot my stuff after checking out!"
Sutasoma Hotel,Bayan Rababah,5.0,"The service was good, everything is good and the breakfast very delicious. Thank you FO team Lisca for complimentary fruit basket. I like so much"
Sutasoma Hotel,Halida Budining,5.0,"We stayed for 2 nights four our wed anniversary. Asked for compliment and they say yes. They gave us a beautiful surprise. There was a snack with anniv greetings card from the hotel, and at 2nd day they were decorated & gave us a small cake with wording. How attentive. Thank you so much for, it was pleasant stay.
Here's our review:
(+)
Check in was smooth & fast
Room was spacious & clean
Breakfast had various menu & delicious
Staffs were friendly, services were excellent
Good location in the center of South Jakarta
They have a small bakery & it was a good cake & coffee
(-)
At our arrival there was a hairball & hair vitamin in the bathroom, it was minor but needs more detail in make up room.

Overall, we'd love to stay here again someday."
Sutasoma Hotel,Anneke Tamara,5.0,"Dear Sutasoma Hotel team

We recently had a pleasant stay at your hotel, and overall, it was a great experience. The staff were exceptionally friendly and attentive, always eager to accommodate our needs. A special mention goes to Lexi, the banquet waiter, who made our dining experience memorable by not only being incredibly friendly but also remembering our order each time.

The breakfast buffet was a highlight of our stay. The wide range of food selections (from  Indonesian food to Pastas and wide range of pastries) ensured that there was something for everyone, and the quality was top-notch.

Our room was spacious and comfortable, perfect for the two of us. However, there are a couple of areas where improvements could be made. The quality of the toilet paper could be upgraded to a thicker variety, and we noticed that the showerheads could use more regular maintenance. Additionally, providing a glass in the bathroom for brushing our teeth would be a thoughtful touch.

The ambiance at the restaurant was also a plus, creating a relaxed and enjoyable atmosphere for meals.

Overall, we had a great stay and would recommend your hotel, with just a few small improvements to make the experience even better. Thank you for having us!"
Sutasoma Hotel,Hamizah Farhana,5.0,I would like to say thank you to Sutasoma for the wonderful stay. Special credit to Ms Nadia from front desk for the wonderful and amazing treatment. She made me feel very welcomed ❤️
Sutasoma Hotel,NAWAF.A Q,5.0,"Been in multiple top rated and 5 star hotels in Jakarta, yet Sutasoma won the best hotel ever in terms of all services!

place is beyond expectations, well and luxurious belt, super clean, super safe, delicious dining for both breakfast and its in-house dining experience, room is well equipped with cozy ambiance!

toped up with amazing staff whom literally around the clock helping and assisting with a smile, mad respect and much love to every single person behind Sutasoma Team ❤️.

Place is highly recommended for those who will appreciate the various aspects of hospitality and inspired by meaningful details.

Do not forget to order a coffee whenever you can grab one cause they are just sooooo good at making a piece of art behind that serving cup of coffee ❤️"
Sutasoma Hotel,Arum Nawang Wulan,5.0,"We're here for a meeting and overnight stay.
As for meeting room: we're having a meeting at 8th floor, actually coffee maker in a meeting room is quiet disturbing, especially when someone grilled coffee when we're in the middle of serious meeting.
As for room: excellent.
As for the food: they had a good cook, happy tummy, happy meeting 😁
Fyi, their praying room is on 3rd level.
Thank you."
Sutasoma Hotel,Cecily Chua,5.0,"This is my first stay in Sutasoma Hotel and I am amazed with how friendly and attentive your staff are, especially Lexi and Linda whom I met daily at the breakfast corner.

Thank you very much and I will come back for my next work trip here in Jakarta."
Sutasoma Hotel,Nguyen Van,5.0,"It was a wonderful experience staying at Sutasoma Hotel. The location is grea, few steps to MRT,  the services are excellent,  tks to the dedicated, professional but friendly staff, inclunding Ms. Linda, Mr. Lexi and Mr. Bisri. Highly recommended!! And that was not to mention the care I received from Ms. Monica from housekeeping when I forgot my stuff after checking out!"
Sutasoma Hotel,Bayan Rababah,5.0,"The service was good, everything is good and the breakfast very delicious. Thank you FO team Lisca for complimentary fruit basket. I like so much"
Sutasoma Hotel,Halida Budining,5.0,"We stayed for 2 nights four our wed anniversary. Asked for compliment and they say yes. They gave us a beautiful surprise. There was a snack with anniv greetings card from the hotel, and at 2nd day they were decorated & gave us a small cake with wording. How attentive. Thank you so much for, it was pleasant stay.
Here's our review:
(+)
Check in was smooth & fast
Room was spacious & clean
Breakfast had various menu & delicious
Staffs were friendly, services were excellent
Good location in the center of South Jakarta
They have a small bakery & it was a good cake & coffee
(-)
At our arrival there was a hairball & hair vitamin in the bathroom, it was minor but needs more detail in make up room.

Overall, we'd love to stay here again someday."
Sutasoma Hotel,Anneke Tamara,5.0,"Dear Sutasoma Hotel team

We recently had a pleasant stay at your hotel, and overall, it was a great experience. The staff were exceptionally friendly and attentive, always eager to accommodate our needs. A special mention goes to Lexi, the banquet waiter, who made our dining experience memorable by not only being incredibly friendly but also remembering our order each time.

The breakfast buffet was a highlight of our stay. The wide range of food selections (from  Indonesian food to Pastas and wide range of pastries) ensured that there was something for everyone, and the quality was top-notch.

Our room was spacious and comfortable, perfect for the two of us. However, there are a couple of areas where improvements could be made. The quality of the toilet paper could be upgraded to a thicker variety, and we noticed that the showerheads could use more regular maintenance. Additionally, providing a glass in the bathroom for brushing our teeth would be a thoughtful touch.

The ambiance at the restaurant was also a plus, creating a relaxed and enjoyable atmosphere for meals.

Overall, we had a great stay and would recommend your hotel, with just a few small improvements to make the experience even better. Thank you for having us!"
Sutasoma Hotel,Hamizah Farhana,5.0,I would like to say thank you to Sutasoma for the wonderful stay. Special credit to Ms Nadia from front desk for the wonderful and amazing treatment. She made me feel very welcomed ❤️
Sutasoma Hotel,NAWAF.A Q,5.0,"Been in multiple top rated and 5 star hotels in Jakarta, yet Sutasoma won the best hotel ever in terms of all services!

place is beyond expectations, well and luxurious belt, super clean, super safe, delicious dining for both breakfast and its in-house dining experience, room is well equipped with cozy ambiance!

toped up with amazing staff whom literally around the clock helping and assisting with a smile, mad respect and much love to every single person behind Sutasoma Team ❤️.

Place is highly recommended for those who will appreciate the various aspects of hospitality and inspired by meaningful details.

Do not forget to order a coffee whenever you can grab one cause they are just sooooo good at making a piece of art behind that serving cup of coffee ❤️"
Sutasoma Hotel,Arum Nawang Wulan,5.0,"We're here for a meeting and overnight stay.
As for meeting room: we're having a meeting at 8th floor, actually coffee maker in a meeting room is quiet disturbing, especially when someone grilled coffee when we're in the middle of serious meeting.
As for room: excellent.
As for the food: they had a good cook, happy tummy, happy meeting 😁
Fyi, their praying room is on 3rd level.
Thank you."
Sutasoma Hotel,Cecily Chua,5.0,"This is my first stay in Sutasoma Hotel and I am amazed with how friendly and attentive your staff are, especially Lexi and Linda whom I met daily at the breakfast corner.

Thank you very much and I will come back for my next work trip here in Jakarta."
Goodrich Suites,MohammadAli Merchant,5.0,"I recently stayed at Goodrich Suites, and the highlight of my experience was the exceptional service provided by Jordan. From the moment I walked in, his friendly and welcoming demeanor made me feel right at home.

Jordan is not only an excellent host but also a true artist when it comes to coffee. His attention to detail and skill in crafting the perfect cup is unmatched—I honestly didn’t want coffee from anyone else during my stay! His banter and lighthearted conversations made every morning enjoyable, and his genuine care and accommodating nature are rare to find.

It’s clear that Jordan embodies the culture of hospitality that Goodrich Suites stands for. Because of him, I’ll not only be recommending this hotel to others but will also make it a point to return. Thank you, Jordan, for making my stay so memorable. You’re the reason Goodrich feels like a home away from home!"
Goodrich Suites,happy h,5.0,"My romantic dinner with my wife was awesome. Thanks to Mba Hana, Della,  Nadia, and Mas Rizky from Goodrich Hotel Antasari, and it was a fantastic experience! The hotel is nice with a great ambiance and attention to detail in every corner. The hospitality from the staff was exceptional. They were friendly, attentive, and went above and beyond to ensure my private dinner went smooth. ||One of the highlights of my visit was the private romantic dinner they helped organize. It was perfectly arranged, with a stunning setup that created an unforgettable evening. The team took care of every detail, from the menu to the atmosphere, making it a truly special experience.||I highly recommend Goodrich Hotel Antasari for anyone looking for a memorable stay, whether for a relaxing getaway or a special occasion. I will definitely be returning!"
Goodrich Suites,Dhika aditya,5.0,"I recently had the pleasure of staying at Goodrich Suites, and I must say, it was an exceptional experience from start to finish. The staff were incredibly welcoming and attentive, making me feel right at home as soon as I arrived. Check-in was smooth and efficient, and I was pleasantly surprised with the personalized service I received throughout my stay."
