Hotel_name,name,rating,review
Goodrich Suites,Kezia R,5.0,"This hotel has a very good facilities. The ambience of the room is great. Breakfast was good also and had so many choices. Employees are nice, friendly, and helpful. One thing that was bothering me is hot water, you need some times to get it. But I will go back here next time!"
Goodrich Suites,Trip.com Member,2.2,"Definitely not a 5 star hotel. Room is nice & big. Staff are friendly & helpful but poorly trained. Checked me in as the wrong person & asked for payment whereas booking has already been prepaid. Called housekeeping for hand towel & face towels. They do not have. Definitely a local style hotel. Frontdesk apologies for having only a body towel, ridiculous for a ‘5-star’ hotel. On check out, cashier asked me if I used the minibar. But there was no minibar; it was just free coffee & tea. She refused to admit her mistake & said she will ask Housekeeping to check. Then I insisted on checking together the mysterious minibar. She finally admitted her mistake and apologised. Truly poor management, poor training of staff, take short cuts on room amenities. All very short sighted. Will not be going back after this one time. No thank you!"
Goodrich Suites,David Nash,5.0,"Had 3 nights here recently.  Fully recommend. Amazing bedrooms and a choice of activities from a gym and restaurant to a rooftop bar with live music.

2 months later I have returned for a further 2 night stay so I must like it ..they even gave me the same room ..great service from the staff"
Goodrich Suites,Ravinder Singh,1.0,"Location is already an outlier compared to other 5 star destinations in Jakarta. On top of that, if you're ordering Grab food, expect 1 star treatment - go pick up your food from the basement car park. So I have to ask myself, with so many other better located 5 star hotels with competitive prices, why should I stay here?"
Goodrich Suites,Hari Nagaraju,5.0,"Overall it was a good stay. Located in Central Area. Staffs are amazing and very helpful. Impressed with their variety range of breakfast for a suites hotel.

Torres is one their staff whom always greets with and constantly asks how we are doing and willing to extend any help."
Goodrich Suites,MohammadAli Merchant,5.0,"I recently stayed at Goodrich Suites, and the highlight of my experience was the exceptional service provided by Jordan. From the moment I walked in, his friendly and welcoming demeanor made me feel right at home.

Jordan is not only an excellent host but also a true artist when it comes to coffee. His attention to detail and skill in crafting the perfect cup is unmatched—I honestly didn’t want coffee from anyone else during my stay! His banter and lighthearted conversations made every morning enjoyable, and his genuine care and accommodating nature are rare to find.

It’s clear that Jordan embodies the culture of hospitality that Goodrich Suites stands for. Because of him, I’ll not only be recommending this hotel to others but will also make it a point to return. Thank you, Jordan, for making my stay so memorable. You’re the reason Goodrich feels like a home away from home!"
Goodrich Suites,happy h,5.0,"My romantic dinner with my wife was awesome. Thanks to Mba Hana, Della,  Nadia, and Mas Rizky from Goodrich Hotel Antasari, and it was a fantastic experience! The hotel is nice with a great ambiance and attention to detail in every corner. The hospitality from the staff was exceptional. They were friendly, attentive, and went above and beyond to ensure my private dinner went smooth. ||One of the highlights of my visit was the private romantic dinner they helped organize. It was perfectly arranged, with a stunning setup that created an unforgettable evening. The team took care of every detail, from the menu to the atmosphere, making it a truly special experience.||I highly recommend Goodrich Hotel Antasari for anyone looking for a memorable stay, whether for a relaxing getaway or a special occasion. I will definitely be returning!"
Goodrich Suites,Dhika aditya,5.0,"I recently had the pleasure of staying at Goodrich Suites, and I must say, it was an exceptional experience from start to finish. The staff were incredibly welcoming and attentive, making me feel right at home as soon as I arrived. Check-in was smooth and efficient, and I was pleasantly surprised with the personalized service I received throughout my stay."
Goodrich Suites,Kezia R,5.0,"This hotel has a very good facilities. The ambience of the room is great. Breakfast was good also and had so many choices. Employees are nice, friendly, and helpful. One thing that was bothering me is hot water, you need some times to get it. But I will go back here next time!"
Goodrich Suites,Trip.com Member,2.2,"Definitely not a 5 star hotel. Room is nice & big. Staff are friendly & helpful but poorly trained. Checked me in as the wrong person & asked for payment whereas booking has already been prepaid. Called housekeeping for hand towel & face towels. They do not have. Definitely a local style hotel. Frontdesk apologies for having only a body towel, ridiculous for a ‘5-star’ hotel. On check out, cashier asked me if I used the minibar. But there was no minibar; it was just free coffee & tea. She refused to admit her mistake & said she will ask Housekeeping to check. Then I insisted on checking together the mysterious minibar. She finally admitted her mistake and apologised. Truly poor management, poor training of staff, take short cuts on room amenities. All very short sighted. Will not be going back after this one time. No thank you!"
Goodrich Suites,David Nash,5.0,"Had 3 nights here recently.  Fully recommend. Amazing bedrooms and a choice of activities from a gym and restaurant to a rooftop bar with live music.

2 months later I have returned for a further 2 night stay so I must like it ..they even gave me the same room ..great service from the staff"
Goodrich Suites,Ravinder Singh,1.0,"Location is already an outlier compared to other 5 star destinations in Jakarta. On top of that, if you're ordering Grab food, expect 1 star treatment - go pick up your food from the basement car park. So I have to ask myself, with so many other better located 5 star hotels with competitive prices, why should I stay here?"
Goodrich Suites,Hari Nagaraju,5.0,"Overall it was a good stay. Located in Central Area. Staffs are amazing and very helpful. Impressed with their variety range of breakfast for a suites hotel.

Torres is one their staff whom always greets with and constantly asks how we are doing and willing to extend any help."
Goodrich Suites,MohammadAli Merchant,5.0,"I recently stayed at Goodrich Suites, and the highlight of my experience was the exceptional service provided by Jordan. From the moment I walked in, his friendly and welcoming demeanor made me feel right at home.

Jordan is not only an excellent host but also a true artist when it comes to coffee. His attention to detail and skill in crafting the perfect cup is unmatched—I honestly didn’t want coffee from anyone else during my stay! His banter and lighthearted conversations made every morning enjoyable, and his genuine care and accommodating nature are rare to find.

It’s clear that Jordan embodies the culture of hospitality that Goodrich Suites stands for. Because of him, I’ll not only be recommending this hotel to others but will also make it a point to return. Thank you, Jordan, for making my stay so memorable. You’re the reason Goodrich feels like a home away from home!"
Goodrich Suites,happy h,5.0,"My romantic dinner with my wife was awesome. Thanks to Mba Hana, Della,  Nadia, and Mas Rizky from Goodrich Hotel Antasari, and it was a fantastic experience! The hotel is nice with a great ambiance and attention to detail in every corner. The hospitality from the staff was exceptional. They were friendly, attentive, and went above and beyond to ensure my private dinner went smooth. ||One of the highlights of my visit was the private romantic dinner they helped organize. It was perfectly arranged, with a stunning setup that created an unforgettable evening. The team took care of every detail, from the menu to the atmosphere, making it a truly special experience.||I highly recommend Goodrich Hotel Antasari for anyone looking for a memorable stay, whether for a relaxing getaway or a special occasion. I will definitely be returning!"
Goodrich Suites,Dhika aditya,5.0,"I recently had the pleasure of staying at Goodrich Suites, and I must say, it was an exceptional experience from start to finish. The staff were incredibly welcoming and attentive, making me feel right at home as soon as I arrived. Check-in was smooth and efficient, and I was pleasantly surprised with the personalized service I received throughout my stay."
Goodrich Suites,Kezia R,5.0,"This hotel has a very good facilities. The ambience of the room is great. Breakfast was good also and had so many choices. Employees are nice, friendly, and helpful. One thing that was bothering me is hot water, you need some times to get it. But I will go back here next time!"
Goodrich Suites,Trip.com Member,2.2,"Definitely not a 5 star hotel. Room is nice & big. Staff are friendly & helpful but poorly trained. Checked me in as the wrong person & asked for payment whereas booking has already been prepaid. Called housekeeping for hand towel & face towels. They do not have. Definitely a local style hotel. Frontdesk apologies for having only a body towel, ridiculous for a ‘5-star’ hotel. On check out, cashier asked me if I used the minibar. But there was no minibar; it was just free coffee & tea. She refused to admit her mistake & said she will ask Housekeeping to check. Then I insisted on checking together the mysterious minibar. She finally admitted her mistake and apologised. Truly poor management, poor training of staff, take short cuts on room amenities. All very short sighted. Will not be going back after this one time. No thank you!"
Goodrich Suites,David Nash,5.0,"Had 3 nights here recently.  Fully recommend. Amazing bedrooms and a choice of activities from a gym and restaurant to a rooftop bar with live music.

2 months later I have returned for a further 2 night stay so I must like it ..they even gave me the same room ..great service from the staff"
Goodrich Suites,Ravinder Singh,1.0,"Location is already an outlier compared to other 5 star destinations in Jakarta. On top of that, if you're ordering Grab food, expect 1 star treatment - go pick up your food from the basement car park. So I have to ask myself, with so many other better located 5 star hotels with competitive prices, why should I stay here?"
Goodrich Suites,Hari Nagaraju,5.0,"Overall it was a good stay. Located in Central Area. Staffs are amazing and very helpful. Impressed with their variety range of breakfast for a suites hotel.

Torres is one their staff whom always greets with and constantly asks how we are doing and willing to extend any help."
Goodrich Suites,MohammadAli Merchant,5.0,"I recently stayed at Goodrich Suites, and the highlight of my experience was the exceptional service provided by Jordan. From the moment I walked in, his friendly and welcoming demeanor made me feel right at home.

Jordan is not only an excellent host but also a true artist when it comes to coffee. His attention to detail and skill in crafting the perfect cup is unmatched—I honestly didn’t want coffee from anyone else during my stay! His banter and lighthearted conversations made every morning enjoyable, and his genuine care and accommodating nature are rare to find.

It’s clear that Jordan embodies the culture of hospitality that Goodrich Suites stands for. Because of him, I’ll not only be recommending this hotel to others but will also make it a point to return. Thank you, Jordan, for making my stay so memorable. You’re the reason Goodrich feels like a home away from home!"
Goodrich Suites,happy h,5.0,"My romantic dinner with my wife was awesome. Thanks to Mba Hana, Della,  Nadia, and Mas Rizky from Goodrich Hotel Antasari, and it was a fantastic experience! The hotel is nice with a great ambiance and attention to detail in every corner. The hospitality from the staff was exceptional. They were friendly, attentive, and went above and beyond to ensure my private dinner went smooth. ||One of the highlights of my visit was the private romantic dinner they helped organize. It was perfectly arranged, with a stunning setup that created an unforgettable evening. The team took care of every detail, from the menu to the atmosphere, making it a truly special experience.||I highly recommend Goodrich Hotel Antasari for anyone looking for a memorable stay, whether for a relaxing getaway or a special occasion. I will definitely be returning!"
Goodrich Suites,Dhika aditya,5.0,"I recently had the pleasure of staying at Goodrich Suites, and I must say, it was an exceptional experience from start to finish. The staff were incredibly welcoming and attentive, making me feel right at home as soon as I arrived. Check-in was smooth and efficient, and I was pleasantly surprised with the personalized service I received throughout my stay."
Goodrich Suites,Kezia R,5.0,"This hotel has a very good facilities. The ambience of the room is great. Breakfast was good also and had so many choices. Employees are nice, friendly, and helpful. One thing that was bothering me is hot water, you need some times to get it. But I will go back here next time!"
Goodrich Suites,Trip.com Member,2.2,"Definitely not a 5 star hotel. Room is nice & big. Staff are friendly & helpful but poorly trained. Checked me in as the wrong person & asked for payment whereas booking has already been prepaid. Called housekeeping for hand towel & face towels. They do not have. Definitely a local style hotel. Frontdesk apologies for having only a body towel, ridiculous for a ‘5-star’ hotel. On check out, cashier asked me if I used the minibar. But there was no minibar; it was just free coffee & tea. She refused to admit her mistake & said she will ask Housekeeping to check. Then I insisted on checking together the mysterious minibar. She finally admitted her mistake and apologised. Truly poor management, poor training of staff, take short cuts on room amenities. All very short sighted. Will not be going back after this one time. No thank you!"
Goodrich Suites,David Nash,5.0,"Had 3 nights here recently.  Fully recommend. Amazing bedrooms and a choice of activities from a gym and restaurant to a rooftop bar with live music.

2 months later I have returned for a further 2 night stay so I must like it ..they even gave me the same room ..great service from the staff"
Hotel Gran Mahakam,Bella Priscilla S,5.0,"Service is extremely good, very attentive, offering us with all kinds of food making sure we got to try everything. Food was nice, tasty and fulfilling. We like the nasi daun jeruk and soto padang. Fried tofu was nice too. The kids are happy with dessert and ice cream."
Hotel Gran Mahakam,NA R,5.0,"Staying here for 2 nights was really comfortable. I’ve been staying here often since the early 2000s, and I just stayed here again recently. The hotel’s condition has remained consistently good.
The service is excellent.
All the staff are friendly.
The location is strategic in South Jakarta.
Surrounded by malls, food spots, reflexology places, money changers, etc.
The room rates are also quite reasonable.
Overall, I’m very satisfied with my stay here.
I’ll definitely come back to stay here again."
Hotel Gran Mahakam,Andreas Koch,5.0,"The Gran Mahakam is not just any hotel. Even the taxi driver called it a legend in Jakarta.
When you first enter, you think of a scene from Kevin Alone at Home.
Everything is dignified, the furnishings and the building are wonderfully classic.
Like a grand hotel in Vienna.

But there is one small difference. Just as the Gran is missing the fifth letter in its name, everything in the Gran Mahakam is a little smaller.
The entrance hall, the square in front of the hotel, the pool on the roof. But that was never a problem for me.

There are other things that I haven't seen anywhere else. Ironed and daily changed shower curtains, a small in-house clinic or personalised surprises for a guest's birthday.
Also worth mentioning is the favourable location in the middle of an incredible selection of excellent restaurants, all within walking distance.

But the most important thing that the Gran Mahakam has that sets it apart from most other good hotels:
It has character, a kind of personality, or let's just call it a soul.

The wonderful thing about this hotel is the people who work here.
And it's not primarily about the fact that I, as a guest, am addressed with exemplary friendliness by each and every one of them.
The most important thing is the team spirit of the staff. The colleagues work as a team. At the Gran Mahakam, there is only one ‘we’.

I would like to take this opportunity to thank the management for this.
This is only possible if the demands placed on employees are feasible and not superhuman, as is unfortunately all too often the case.
And when the focus is not on profit, but on satisfied guests.

There is no doubt that the Gran Mahakam rightly bears this title: We are one of the Best Hotels in the World.

Leaving now feels like a loss. I will definitely be back."
Hotel Gran Mahakam,Camper08025971508,5.0,"Een dan Evi, massage nya enak, badan jadi Enteng dan segar.  The ambient is perfect, with low lights and great selection of background music. This will be definitely Highlights of our stay. It's highly recommended. The selection of the massage is also great."
Hotel Gran Mahakam,昌彦 高,5.0,"The location, staff service, and cleanliness are all worthy of a five-star rating, and it’s amazing to stay here at this price. They exude charm, and the meticulous cleaning ensures a sense of cleanliness and comfort. I would love to stay at this hotel again.After making the reservation, I emailed to request a change to a two-bedroom room, which was readily accepted, but I was a little disappointed that it was actually just one bed (king size)."
Hotel Gran Mahakam,May Thida Maung,5.0,Really love this hotel. Breakfast is superb. Rooms are clean and bed are comfy. It is really worth the price. There is a shopping center nearby and a walking distance to the skytrain and a local market where you can buy Batik. There are many restaurants nearby. There are local shops nearby too to try the local food. The service is excellent.
Hotel Gran Mahakam,Warsa Wibawa Chaidir,5.0,"My family did the wedding party for my son, Wedding package was very reasonably priced, the staff are very helpful especially Ibu Yosita , very professional in handling the event and she even stay until the party is over after midnight.
we booked around 20 rooms for all my guest from the SEA to come and attend the party.
every one of them are happy and even the lost earrings and other stuff quickly recovered from staff in the hotel."
Hotel Gran Mahakam,aa k,5.0,"The inner decoration is beautiful decoration and outside also,good breakfast and staff face with smile and very nice. And also room service is very good. Now feel happy with chrismas lighting. Also like the songs. And staff very helpfull ms.Riessa"
Hotel Gran Mahakam,Bella Priscilla S,5.0,"Service is extremely good, very attentive, offering us with all kinds of food making sure we got to try everything. Food was nice, tasty and fulfilling. We like the nasi daun jeruk and soto padang. Fried tofu was nice too. The kids are happy with dessert and ice cream."
Hotel Gran Mahakam,NA R,5.0,"Staying here for 2 nights was really comfortable. I’ve been staying here often since the early 2000s, and I just stayed here again recently. The hotel’s condition has remained consistently good.
The service is excellent.
All the staff are friendly.
The location is strategic in South Jakarta.
Surrounded by malls, food spots, reflexology places, money changers, etc.
The room rates are also quite reasonable.
Overall, I’m very satisfied with my stay here.
I’ll definitely come back to stay here again."
Hotel Gran Mahakam,Andreas Koch,5.0,"The Gran Mahakam is not just any hotel. Even the taxi driver called it a legend in Jakarta.
When you first enter, you think of a scene from Kevin Alone at Home.
Everything is dignified, the furnishings and the building are wonderfully classic.
Like a grand hotel in Vienna.

But there is one small difference. Just as the Gran is missing the fifth letter in its name, everything in the Gran Mahakam is a little smaller.
The entrance hall, the square in front of the hotel, the pool on the roof. But that was never a problem for me.

There are other things that I haven't seen anywhere else. Ironed and daily changed shower curtains, a small in-house clinic or personalised surprises for a guest's birthday.
Also worth mentioning is the favourable location in the middle of an incredible selection of excellent restaurants, all within walking distance.

But the most important thing that the Gran Mahakam has that sets it apart from most other good hotels:
It has character, a kind of personality, or let's just call it a soul.

The wonderful thing about this hotel is the people who work here.
And it's not primarily about the fact that I, as a guest, am addressed with exemplary friendliness by each and every one of them.
The most important thing is the team spirit of the staff. The colleagues work as a team. At the Gran Mahakam, there is only one ‘we’.

I would like to take this opportunity to thank the management for this.
This is only possible if the demands placed on employees are feasible and not superhuman, as is unfortunately all too often the case.
And when the focus is not on profit, but on satisfied guests.

There is no doubt that the Gran Mahakam rightly bears this title: We are one of the Best Hotels in the World.

Leaving now feels like a loss. I will definitely be back."
Hotel Gran Mahakam,Camper08025971508,5.0,"Een dan Evi, massage nya enak, badan jadi Enteng dan segar.  The ambient is perfect, with low lights and great selection of background music. This will be definitely Highlights of our stay. It's highly recommended. The selection of the massage is also great."
Hotel Gran Mahakam,昌彦 高,5.0,"The location, staff service, and cleanliness are all worthy of a five-star rating, and it’s amazing to stay here at this price. They exude charm, and the meticulous cleaning ensures a sense of cleanliness and comfort. I would love to stay at this hotel again.After making the reservation, I emailed to request a change to a two-bedroom room, which was readily accepted, but I was a little disappointed that it was actually just one bed (king size)."
Hotel Gran Mahakam,May Thida Maung,5.0,Really love this hotel. Breakfast is superb. Rooms are clean and bed are comfy. It is really worth the price. There is a shopping center nearby and a walking distance to the skytrain and a local market where you can buy Batik. There are many restaurants nearby. There are local shops nearby too to try the local food. The service is excellent.
Hotel Gran Mahakam,Warsa Wibawa Chaidir,5.0,"My family did the wedding party for my son, Wedding package was very reasonably priced, the staff are very helpful especially Ibu Yosita , very professional in handling the event and she even stay until the party is over after midnight.
we booked around 20 rooms for all my guest from the SEA to come and attend the party.
every one of them are happy and even the lost earrings and other stuff quickly recovered from staff in the hotel."
Hotel Gran Mahakam,aa k,5.0,"The inner decoration is beautiful decoration and outside also,good breakfast and staff face with smile and very nice. And also room service is very good. Now feel happy with chrismas lighting. Also like the songs. And staff very helpfull ms.Riessa"
Hotel Gran Mahakam,Bella Priscilla S,5.0,"Service is extremely good, very attentive, offering us with all kinds of food making sure we got to try everything. Food was nice, tasty and fulfilling. We like the nasi daun jeruk and soto padang. Fried tofu was nice too. The kids are happy with dessert and ice cream."
Hotel Gran Mahakam,NA R,5.0,"Staying here for 2 nights was really comfortable. I’ve been staying here often since the early 2000s, and I just stayed here again recently. The hotel’s condition has remained consistently good.
The service is excellent.
All the staff are friendly.
The location is strategic in South Jakarta.
Surrounded by malls, food spots, reflexology places, money changers, etc.
The room rates are also quite reasonable.
Overall, I’m very satisfied with my stay here.
I’ll definitely come back to stay here again."
Hotel Gran Mahakam,Andreas Koch,5.0,"The Gran Mahakam is not just any hotel. Even the taxi driver called it a legend in Jakarta.
When you first enter, you think of a scene from Kevin Alone at Home.
Everything is dignified, the furnishings and the building are wonderfully classic.
Like a grand hotel in Vienna.

But there is one small difference. Just as the Gran is missing the fifth letter in its name, everything in the Gran Mahakam is a little smaller.
The entrance hall, the square in front of the hotel, the pool on the roof. But that was never a problem for me.

There are other things that I haven't seen anywhere else. Ironed and daily changed shower curtains, a small in-house clinic or personalised surprises for a guest's birthday.
Also worth mentioning is the favourable location in the middle of an incredible selection of excellent restaurants, all within walking distance.

But the most important thing that the Gran Mahakam has that sets it apart from most other good hotels:
It has character, a kind of personality, or let's just call it a soul.

The wonderful thing about this hotel is the people who work here.
And it's not primarily about the fact that I, as a guest, am addressed with exemplary friendliness by each and every one of them.
The most important thing is the team spirit of the staff. The colleagues work as a team. At the Gran Mahakam, there is only one ‘we’.

I would like to take this opportunity to thank the management for this.
This is only possible if the demands placed on employees are feasible and not superhuman, as is unfortunately all too often the case.
And when the focus is not on profit, but on satisfied guests.

There is no doubt that the Gran Mahakam rightly bears this title: We are one of the Best Hotels in the World.

Leaving now feels like a loss. I will definitely be back."
Hotel Gran Mahakam,Camper08025971508,5.0,"Een dan Evi, massage nya enak, badan jadi Enteng dan segar.  The ambient is perfect, with low lights and great selection of background music. This will be definitely Highlights of our stay. It's highly recommended. The selection of the massage is also great."
Hotel Gran Mahakam,昌彦 高,5.0,"The location, staff service, and cleanliness are all worthy of a five-star rating, and it’s amazing to stay here at this price. They exude charm, and the meticulous cleaning ensures a sense of cleanliness and comfort. I would love to stay at this hotel again.After making the reservation, I emailed to request a change to a two-bedroom room, which was readily accepted, but I was a little disappointed that it was actually just one bed (king size)."
Hotel Gran Mahakam,May Thida Maung,5.0,Really love this hotel. Breakfast is superb. Rooms are clean and bed are comfy. It is really worth the price. There is a shopping center nearby and a walking distance to the skytrain and a local market where you can buy Batik. There are many restaurants nearby. There are local shops nearby too to try the local food. The service is excellent.
Hotel Gran Mahakam,Warsa Wibawa Chaidir,5.0,"My family did the wedding party for my son, Wedding package was very reasonably priced, the staff are very helpful especially Ibu Yosita , very professional in handling the event and she even stay until the party is over after midnight.
we booked around 20 rooms for all my guest from the SEA to come and attend the party.
every one of them are happy and even the lost earrings and other stuff quickly recovered from staff in the hotel."
Hotel Gran Mahakam,aa k,5.0,"The inner decoration is beautiful decoration and outside also,good breakfast and staff face with smile and very nice. And also room service is very good. Now feel happy with chrismas lighting. Also like the songs. And staff very helpfull ms.Riessa"
Hotel Gran Mahakam,Bella Priscilla S,5.0,"Service is extremely good, very attentive, offering us with all kinds of food making sure we got to try everything. Food was nice, tasty and fulfilling. We like the nasi daun jeruk and soto padang. Fried tofu was nice too. The kids are happy with dessert and ice cream."
Hotel Gran Mahakam,NA R,5.0,"Staying here for 2 nights was really comfortable. I’ve been staying here often since the early 2000s, and I just stayed here again recently. The hotel’s condition has remained consistently good.
The service is excellent.
All the staff are friendly.
The location is strategic in South Jakarta.
Surrounded by malls, food spots, reflexology places, money changers, etc.
The room rates are also quite reasonable.
Overall, I’m very satisfied with my stay here.
I’ll definitely come back to stay here again."
Hotel Gran Mahakam,Andreas Koch,5.0,"The Gran Mahakam is not just any hotel. Even the taxi driver called it a legend in Jakarta.
When you first enter, you think of a scene from Kevin Alone at Home.
Everything is dignified, the furnishings and the building are wonderfully classic.
Like a grand hotel in Vienna.

But there is one small difference. Just as the Gran is missing the fifth letter in its name, everything in the Gran Mahakam is a little smaller.
The entrance hall, the square in front of the hotel, the pool on the roof. But that was never a problem for me.

There are other things that I haven't seen anywhere else. Ironed and daily changed shower curtains, a small in-house clinic or personalised surprises for a guest's birthday.
Also worth mentioning is the favourable location in the middle of an incredible selection of excellent restaurants, all within walking distance.

But the most important thing that the Gran Mahakam has that sets it apart from most other good hotels:
It has character, a kind of personality, or let's just call it a soul.

The wonderful thing about this hotel is the people who work here.
And it's not primarily about the fact that I, as a guest, am addressed with exemplary friendliness by each and every one of them.
The most important thing is the team spirit of the staff. The colleagues work as a team. At the Gran Mahakam, there is only one ‘we’.

I would like to take this opportunity to thank the management for this.
This is only possible if the demands placed on employees are feasible and not superhuman, as is unfortunately all too often the case.
And when the focus is not on profit, but on satisfied guests.

There is no doubt that the Gran Mahakam rightly bears this title: We are one of the Best Hotels in the World.

Leaving now feels like a loss. I will definitely be back."
Hotel Gran Mahakam,Camper08025971508,5.0,"Een dan Evi, massage nya enak, badan jadi Enteng dan segar.  The ambient is perfect, with low lights and great selection of background music. This will be definitely Highlights of our stay. It's highly recommended. The selection of the massage is also great."
Hotel Gran Mahakam,昌彦 高,5.0,"The location, staff service, and cleanliness are all worthy of a five-star rating, and it’s amazing to stay here at this price. They exude charm, and the meticulous cleaning ensures a sense of cleanliness and comfort. I would love to stay at this hotel again.After making the reservation, I emailed to request a change to a two-bedroom room, which was readily accepted, but I was a little disappointed that it was actually just one bed (king size)."
Hotel Gran Mahakam,May Thida Maung,5.0,Really love this hotel. Breakfast is superb. Rooms are clean and bed are comfy. It is really worth the price. There is a shopping center nearby and a walking distance to the skytrain and a local market where you can buy Batik. There are many restaurants nearby. There are local shops nearby too to try the local food. The service is excellent.
